OrderID,CustomerID,ProductID,Quantity,OrderDate,Price,SalesAmount,Month,YearMonth
6860,1050,114,3,2025-08-09,59935,179805,August,2025-08
6861,1850,102,5,2025-11-23,1060,5300,November,2025-11
6862,1517,114,2,2024-10-10,59935,119870,October,2024-10
6863,1916,133,1,2023-04-30,69292,69292,April,2023-04
6864,1855,135,5,2024-09-18,41806,209030,September,2024-09
6865,1638,120,5,2024-06-08,28893,144465,June,2024-06
6866,1587,102,1,2025-02-07,1060,1060,February,2025-02
6867,1677,119,5,2024-05-26,53907,269535,May,2024-05
6868,1278,118,3,2023-02-16,5511,16533,February,2023-02
6869,1954,116,5,2025-02-10,65125,325625,February,2025-02
6870,1836,104,3,2025-01-09,55086,165258,January,2025-01
6871,1989,112,2,2024-06-05,65020,130040,June,2024-06
6872,1300,129,2,2023-05-14,57086,114172,May,2023-05
6873,1802,107,4,2023-09-05,44331,177324,September,2023-09
6874,1589,114,3,2024-03-11,59935,179805,March,2024-03
6875,1810,112,2,2024-11-16,65020,130040,November,2024-11
6876,1649,135,5,2024-08-08,41806,209030,August,2024-08
6877,1618,105,1,2023-12-17,6465,6465,December,2023-12
6878,1607,117,1,2023-05-23,68169,68169,May,2023-05
6879,1135,132,3,2025-08-24,11594,34782,August,2025-08
6880,1580,110,4,2025-03-14,41290,165160,March,2025-03
6881,1147,117,5,2024-12-18,68169,340845,December,2024-12
6882,1490,105,3,2024-10-04,6465,19395,October,2024-10
6883,1478,109,1,2024-05-15,16223,16223,May,2024-05
6884,1159,133,3,2024-01-05,69292,207876,January,2024-01
6885,1384,136,5,2025-02-25,10827,54135,February,2025-02
6886,1163,136,2,2025-01-08,10827,21654,January,2025-01
6887,1441,118,5,2025-08-07,5511,27555,August,2025-08
6888,1853,109,2,2024-06-05,16223,32446,June,2024-06
6889,1189,129,2,2024-05-03,57086,114172,May,2024-05
6890,1415,114,2,2024-02-01,59935,119870,February,2024-02
6891,1339,125,3,2025-06-14,59350,178050,June,2025-06
6892,1607,115,1,2023-12-21,63155,63155,December,2023-12
6893,1181,106,3,2025-08-04,37394,112182,August,2025-08
6894,1288,129,1,2023-10-15,57086,57086,October,2023-10
6895,1834,115,5,2025-09-24,63155,315775,September,2025-09
6896,1187,129,4,2024-06-19,57086,228344,June,2024-06
6897,1884,104,5,2025-04-30,55086,275430,April,2025-04
6898,1138,118,3,2025-04-17,5511,16533,April,2025-04
6899,1130,116,3,2023-06-17,65125,195375,June,2023-06
6900,1194,111,1,2025-08-07,67421,67421,August,2025-08
6901,1316,114,3,2024-09-12,59935,179805,September,2024-09
6902,1984,103,2,2024-03-03,77020,154040,March,2024-03
6903,1785,118,3,2024-05-04,5511,16533,May,2024-05
6904,1864,120,1,2023-12-21,28893,28893,December,2023-12
6905,1144,125,1,2023-07-15,59350,59350,July,2023-07
6906,1016,113,2,2024-06-28,969,1938,June,2024-06
6907,1302,104,1,2024-12-17,55086,55086,December,2024-12
6908,1423,114,4,2025-04-03,59935,239740,April,2025-04
6909,1245,133,5,2025-07-20,69292,346460,July,2025-07
6910,1927,128,3,2025-09-29,67635,202905,September,2025-09
6911,1107,108,4,2024-10-20,60463,241852,October,2024-10
6912,1088,134,3,2025-07-27,4090,12270,July,2025-07
6913,1129,105,4,2025-02-18,6465,25860,February,2025-02
6914,1907,105,3,2023-01-11,6465,19395,January,2023-01
6915,1887,131,2,2024-01-31,31751,63502,January,2024-01
6916,1341,109,1,2024-12-31,16223,16223,December,2024-12
6917,1004,132,1,2024-02-13,11594,11594,February,2024-02
6918,1327,133,2,2023-12-28,69292,138584,December,2023-12
6919,1410,103,4,2025-10-23,77020,308080,October,2025-10
6920,1879,130,5,2023-03-25,67003,335015,March,2023-03
6921,1306,112,4,2023-06-05,65020,260080,June,2023-06
6922,1908,129,1,2024-12-07,57086,57086,December,2024-12
6923,1607,103,5,2024-04-16,77020,385100,April,2024-04
6924,1721,126,3,2024-09-10,65925,197775,September,2024-09
6925,1225,130,5,2023-05-14,67003,335015,May,2023-05
6926,1971,109,4,2025-02-26,16223,64892,February,2025-02
6927,1348,126,2,2025-06-25,65925,131850,June,2025-06
6928,1992,102,3,2025-05-13,1060,3180,May,2025-05
6929,1321,103,4,2024-10-28,77020,308080,October,2024-10
6930,1559,104,3,2023-10-04,55086,165258,October,2023-10
6931,1988,125,5,2025-05-31,59350,296750,May,2025-05
6932,1181,113,1,2023-01-13,969,969,January,2023-01
6933,1618,135,4,2023-12-08,41806,167224,December,2023-12
6934,1711,123,2,2023-02-04,18631,37262,February,2023-02
6935,1386,109,5,2024-07-12,16223,81115,July,2024-07
6936,1618,102,4,2024-02-09,1060,4240,February,2024-02
6937,1792,131,2,2024-10-19,31751,63502,October,2024-10
6938,1772,102,4,2023-06-08,1060,4240,June,2023-06
6939,1108,132,5,2025-08-13,11594,57970,August,2025-08
6940,1531,118,4,2024-07-02,5511,22044,July,2024-07
6941,1410,113,3,2025-09-11,969,2907,September,2025-09
6942,1971,105,5,2023-10-06,6465,32325,October,2023-10
6943,1296,110,4,2024-04-23,41290,165160,April,2024-04
6944,1818,125,1,2023-04-21,59350,59350,April,2023-04
6945,1171,134,4,2024-03-06,4090,16360,March,2024-03
6946,1331,130,3,2024-06-25,67003,201009,June,2024-06
6947,1493,107,2,2023-12-26,44331,88662,December,2023-12
6948,1195,106,2,2024-01-07,37394,74788,January,2024-01
6949,1012,103,2,2025-11-04,77020,154040,November,2025-11
6950,1195,113,1,2025-08-12,969,969,August,2025-08
6951,1490,103,3,2023-09-16,77020,231060,September,2023-09
6952,1795,126,5,2025-02-16,65925,329625,February,2025-02
6953,1881,124,2,2023-04-30,2947,5894,April,2023-04
6954,1182,106,3,2025-09-02,37394,112182,September,2025-09
6955,1962,112,4,2025-07-01,65020,260080,July,2025-07
6956,1817,136,1,2024-12-23,10827,10827,December,2024-12
6957,1656,102,3,2024-06-06,1060,3180,June,2024-06
6958,1898,111,3,2023-11-21,67421,202263,November,2023-11
6959,1316,134,5,2025-12-09,4090,20450,December,2025-12
6960,1694,126,3,2023-03-10,65925,197775,March,2023-03
6961,1030,118,5,2024-01-26,5511,27555,January,2024-01
6962,1596,121,1,2024-01-18,72132,72132,January,2024-01
6963,1678,136,1,2023-01-16,10827,10827,January,2023-01
6964,1796,122,4,2025-04-25,25858,103432,April,2025-04
6965,1793,130,5,2025-05-18,67003,335015,May,2025-05
6966,1096,130,5,2024-07-21,67003,335015,July,2024-07
6967,1381,108,2,2023-05-12,60463,120926,May,2023-05
6968,1778,134,2,2023-09-30,4090,8180,September,2023-09
6969,1444,109,4,2024-04-28,16223,64892,April,2024-04
6970,1298,120,1,2024-07-03,28893,28893,July,2024-07
6971,1808,125,2,2023-12-23,59350,118700,December,2023-12
6972,1737,119,3,2025-12-07,53907,161721,December,2025-12
6973,1845,105,1,2025-10-30,6465,6465,October,2025-10
6974,1361,111,3,2023-08-21,67421,202263,August,2023-08
6975,1374,115,5,2023-02-05,63155,315775,February,2023-02
6976,1554,108,1,2024-02-17,60463,60463,February,2024-02
6977,1303,119,4,2025-10-24,53907,215628,October,2025-10
6978,1421,123,5,2023-02-13,18631,93155,February,2023-02
6979,1246,127,5,2024-07-21,35973,179865,July,2024-07
6980,1720,132,3,2025-01-09,11594,34782,January,2025-01
6981,1237,126,5,2023-04-24,65925,329625,April,2023-04
6982,1534,127,2,2024-02-01,35973,71946,February,2024-02
6983,1185,119,1,2024-04-10,53907,53907,April,2024-04
6984,1468,129,2,2025-04-26,57086,114172,April,2025-04
6985,1754,133,3,2024-05-16,69292,207876,May,2024-05
6986,1363,119,3,2024-03-16,53907,161721,March,2024-03
6987,1283,119,1,2023-03-10,53907,53907,March,2023-03
6988,1553,133,5,2023-11-22,69292,346460,November,2023-11
6989,1336,116,4,2023-03-08,65125,260500,March,2023-03
6990,1162,123,3,2023-10-31,18631,55893,October,2023-10
6991,1160,107,1,2025-08-29,44331,44331,August,2025-08
6992,1474,126,4,2024-04-28,65925,263700,April,2024-04
6993,1601,132,5,2025-07-17,11594,57970,July,2025-07
6994,1322,112,3,2023-05-29,65020,195060,May,2023-05
6995,1012,108,1,2025-11-16,60463,60463,November,2025-11
6996,1424,105,1,2025-09-13,6465,6465,September,2025-09
6997,1073,128,1,2024-08-06,67635,67635,August,2024-08
6998,1588,105,3,2023-09-05,6465,19395,September,2023-09
6999,1858,126,4,2024-12-02,65925,263700,December,2024-12
7000,1201,105,1,2023-04-06,6465,6465,April,2023-04
